database_size,total_index_size,total_table_size,total_toast_size,time_since_stats_reset,index_hit_rate,table_hit_rate,wal_size
13 MB,280 kB,72 kB,0 bytes,63 days 04:23:19.867341,1.00,1.00,80 MB
